Name,State,Notes,User,Tags,Created,Runtime,Sweep,keyword,set,S,I,J,T,replenishment,zeta,absorption,eta,ap1_objective,ap1_optgap,ap1_runtime,ap1_solution,ap1_status,ap2_objective,ap2_optgap,ap2_runtime,ap2_solution,ap2_status,ap3_objective,ap3_optgap,ap3_runtime,ap3_solution,ap3_status,hrs_objective,hrs_objgap,hrs_solution,lpr_objective,lpr_runtime,lpr_status,mip_intgap,mip_objective,mip_optgap,mip_runtime,mip_solution,mip_status,sanity_check
desert-grass-553,finished,-,warleyalm,,2022-11-13T03:28:56.000Z,3,,A-2-10-10-7-exponential-75-exponential-50,A,2,10,10,7,exponential,75,exponential,50,487.64,0.8804,0,7-7-7-7-7-7-7,2,1555.39,0.6184,0,7-7-7-7-6-6-6,2,1289.76,0.6836,0,7-2-2-2-2-2-2,2,3377.93,0.1713,7-6-8-10-7-10-8,17875.26,0.01,2,0.772,4076.27,0,0.17,3-2-7-10-6-7-8,2,true
balmy-totem-552,finished,-,warleyalm,,2022-11-13T03:28:53.000Z,3,,A-2-10-10-7-exponential-75-exponential-100,A,2,10,10,7,exponential,75,exponential,100,494.74,0.8793,0,7-7-7-7-7-7-7,2,1268.62,0.6905,0,7-7-7-6-6-6-6,2,1566.28,0.6179,0,7-7-2-2-2-2-2,2,3312.09,0.192,7-6-8-10-7-10-7,18899.57,0.01,2,0.7831,4099.11,0,0.3,2-3-7-10-6-8-7,2,true
glorious-frost-551,finished,-,warleyalm,,2022-11-13T03:28:50.000Z,3,,A-2-10-10-7-exponential-100-linear-100,A,2,10,10,7,exponential,100,linear,100,407.75,0.6579,0,7-7-7-7-7-7-7,2,407.75,0.6579,0,7-7-7-7-7-7-7,2,776,0.3489,0,7-7-4-4-4-4-4,2,1024.5,0.1404,7-7-3-3-3-3-3,13125.67,0.01,2,0.9092,1191.8,0,0.04,3-7-3-7-7-7-7,2,true
woven-firefly-550,finished,-,warleyalm,,2022-11-13T03:28:47.000Z,3,,A-2-10-10-7-exponential-75-exponential-25,A,2,10,10,7,exponential,75,exponential,25,480.78,0.8809,0,7-7-7-7-7-7-7,2,1631.45,0.5958,0,7-7-7-7-6-6-6,2,1563.53,0.6126,0,7-2-2-2-2-2-3,2,3673.69,0.0898,7-2-6-8-10-7-8,17425.98,0.01,2,0.7684,4036.16,0,0.11,3-2-7-8-6-7-8,2,true
desert-serenity-549,finished,-,warleyalm,,2022-11-13T03:28:45.000Z,2,,A-2-10-10-7-exponential-25-linear-100,A,2,10,10,7,exponential,25,linear,100,407.75,0.653,0,7-7-7-7-7-7-7,2,407.75,0.653,0,7-7-7-7-7-7-7,2,813,0.3082,0,7-7-5-6-6-6-4,2,1016.3,0.1352,7-7-8-8-8-8-5,11666.42,0.01,2,0.8993,1175.2,0,0.14,8-7-7-5-7-7-7,2,true
sweet-sound-548,finished,-,warleyalm,,2022-11-13T03:28:42.000Z,3,,A-2-10-10-7-exponential-50-linear-25,A,2,10,10,7,exponential,50,linear,25,548.16,0.3746,0,7-7-7-7-7-7-7,2,246.35,0.7189,0,3-3-3-3-3-3-3,2,825.3,0.0584,0,3-7-7-7-4-4-4,2,864.7,0.0135,3-7-7-3-7-3-7,12280.04,0.01,2,0.9286,876.5,0,0.04,7-3-3-3-7-3-3,2,true
azure-pond-547,finished,-,warleyalm,,2022-11-13T03:28:39.000Z,3,,A-2-10-10-7-exponential-50-linear-50,A,2,10,10,7,exponential,50,linear,50,466.2,0.5205,0,7-7-7-7-7-7-7,2,466.2,0.5205,0,7-7-7-7-7-7-7,2,817.2,0.1594,0,7-7-7-4-4-4-4,2,906.8,0.0673,7-7-7-3-3-3-3,12218.86,0.01,2,0.9204,972.2,0,0.03,3-7-7-7-7-7-7,2,true
faithful-frost-546,finished,-,warleyalm,,2022-11-13T03:28:37.000Z,2,,A-2-10-10-7-exponential-25-linear-75,A,2,10,10,7,exponential,25,linear,75,491.42,0.5412,0,8-8-8-8-8-8-8,2,450.6,0.5794,0,8-7-7-7-7-7-7,2,833.72,0.2217,0,8-8-8-6-4-4-4,2,1062,0.0086,8-7-8-7-8-8-8,11828.62,0,2,0.9094,1071.2,0,0.04,8-8-7-7-8-7-7,2,true
fresh-glitter-545,finished,-,warleyalm,,2022-11-13T03:28:34.000Z,3,,A-2-10-10-7-linear-75-exponential-100,A,2,10,10,7,linear,75,exponential,100,1230.53,0.6788,0,7-7-7-7-7-7-7,2,2483.7,0.3518,0,7-7-5-5-5-5-6,2,1656.7,0.5676,0,7-7-5-5-5-5-5,2,3503.68,0.0856,7-6-5-8-7-10-5,15976.05,0.01,2,0.7602,3831.55,0,0.19,3-5-10-7-8-6-5,2,true
magic-lion-544,finished,-,warleyalm,,2022-11-13T03:28:31.000Z,3,,A-2-10-10-7-linear-100-exponential-25,A,2,10,10,7,linear,100,exponential,25,1212.02,0.5818,0,4-4-4-4-4-4-4,2,1495.64,0.484,0,4-3-3-3-3-3-3,2,1678.17,0.421,0,4-4-3-3-3-3-3,2,2664.79,0.0806,4-3-7-4-3-9-4,13089.37,0.01,2,0.7786,2898.52,0,0.1,2-3-8-7-4-9-3,2,true
elated-snow-543,finished,-,warleyalm,,2022-11-13T03:28:28.000Z,3,,A-2-10-10-7-linear-100-exponential-100,A,2,10,10,7,linear,100,exponential,100,892.47,0.6685,0,7-7-7-7-7-7-7,2,892.47,0.6685,0,7-7-7-7-7-7-7,2,1491.53,0.4459,0,7-3-3-3-3-3-3,2,2466.61,0.0837,7-3-4-3-7-8-3,13222.31,0.01,2,0.7964,2691.88,0,0.16,4-3-9-8-4-7-3,2,true
zesty-fog-542,finished,-,warleyalm,,2022-11-13T03:28:25.000Z,3,,A-2-10-10-7-linear-100-exponential-75,A,2,10,10,7,linear,100,exponential,75,1167.21,0.6643,0,8-8-8-8-8-8-8,2,1167.21,0.6643,0,8-8-8-8-8-8-8,2,1599.12,0.5401,0,8-3-3-3-3-3-3,2,3113.91,0.1045,8-3-4-8-3-7-4,14162.5,0.01,2,0.7545,3477.24,0,0.15,2-3-10-7-4-8-3,2,true
radiant-jazz-541,finished,-,warleyalm,,2022-11-13T03:28:23.000Z,2,,A-2-10-10-7-exponential-25-linear-25,A,2,10,10,7,exponential,25,linear,25,548.16,0.3443,0,7-7-7-7-7-7-7,2,548.16,0.3443,0,7-7-7-7-7-7-7,2,782.2,0.0644,0,7-7-7-7-4-4-4,2,814,0.0263,7-7-7-7-3-3-3,11647,0.01,2,0.9282,836,0,0.04,7-7-3-7-7-7-7,2,true
frosty-donkey-540,finished,-,warleyalm,,2022-11-13T03:28:20.000Z,3,,A-2-10-10-7-linear-100-exponential-50,A,2,10,10,7,linear,100,exponential,50,859.13,0.6956,0,7-7-7-7-7-7-7,2,1455.96,0.4842,0,7-3-3-3-3-3-3,2,1455.96,0.4842,0,7-3-3-3-3-3-3,2,2589.39,0.0826,4-3-7-4-3-9-8,12892.51,0.01,2,0.7811,2822.47,0,0.15,4-3-8-9-7-4-3,2,true
northern-bush-539,finished,-,warleyalm,,2022-11-13T03:28:17.000Z,3,,A-2-10-10-7-exponential-25-linear-50,A,2,10,10,7,exponential,25,linear,50,466.2,0.5187,0,7-7-7-7-7-7-7,2,466.2,0.5187,0,7-7-7-7-7-7-7,2,795.4,0.1788,0,7-7-7-5-5-6-6,2,892.4,0.0787,7-7-7-8-8-8-8,11593.35,0,2,0.9165,968.6,0,0.03,8-7-7-7-7-7-7,2,true
peach-terrain-538,finished,-,warleyalm,,2022-11-13T03:28:14.000Z,3,,A-2-10-10-7-linear-75-exponential-75,A,2,10,10,7,linear,75,exponential,75,1348,0.638,0,7-7-7-7-7-7-7,2,1348,0.638,0,7-7-7-7-7-7-7,2,1348,0.638,0,7-7-7-7-7-7-7,2,3225.32,0.1339,7-10-6-7-9-10-6,14854.15,0.01,2,0.7493,3724.02,0,0.1,7-2-3-10-9-6-7,2,true
snowy-gorge-537,finished,-,warleyalm,,2022-11-13T03:28:11.000Z,3,,A-2-10-10-7-linear-25-exponential-50,A,2,10,10,7,linear,25,exponential,50,859.13,0.603,0,7-7-7-7-7-7-7,2,859.13,0.603,0,7-7-7-7-7-7-7,2,1525.59,0.295,0,7-7-4-4-3-3-3,2,1941.52,0.1028,7-4-3-8-7-6-3,12125.6,0.01,2,0.8215,2164.09,0,0.14,2-5-6-4-8-3-7,2,true
wise-galaxy-536,finished,-,warleyalm,,2022-11-13T03:28:09.000Z,3,,A-2-10-10-7-linear-25-exponential-75,A,2,10,10,7,linear,25,exponential,75,926.66,0.6531,0,8-8-8-8-8-8-8,2,926.66,0.6531,0,8-8-8-8-8-8-8,2,1445.44,0.4589,0,8-8-4-3-3-3-3,2,2461.09,0.0788,8-5-7-10-3-8-6,12958.26,0.01,2,0.7938,2671.49,0,0.21,6-4-5-10-3-7-8,2,true
autumn-leaf-535,finished,-,warleyalm,,2022-11-13T03:28:04.000Z,5,,A-2-10-10-7-linear-50-exponential-50,A,2,10,10,7,linear,50,exponential,50,859.13,0.6223,0,7-7-7-7-7-7-7,2,859.13,0.6223,0,7-7-7-7-7-7-7,2,1387.59,0.3899,0,7-4-3-3-3-3-3,2,2156.07,0.0521,7-4-3-8-7-3-4,12274.07,0.01,2,0.8147,2274.53,0,0.27,6-2-9-8-4-3-7,2,true
stellar-sound-534,finished,-,warleyalm,,2022-11-13T03:28:01.000Z,3,,A-2-10-10-7-linear-100-linear-25,A,2,10,10,7,linear,100,linear,25,954.8,0.1512,0,4-4-4-4-4-4-4,2,1124.9,0,0,3-3-3-3-3-3-3,2,1124.9,0,0,3-3-3-3-3-3-3,2,1124.9,0,3-3-3-3-3-3-3,9145.14,0.01,2,0.877,1124.9,0,0.01,3-3-3-3-3-3-3,2,true
spring-snowball-533,finished,-,warleyalm,,2022-11-13T03:27:59.000Z,3,,A-2-10-10-7-linear-75-exponential-25,A,2,10,10,7,linear,75,exponential,25,1236.05,0.6681,0,7-7-7-7-7-7-7,2,1663.35,0.5534,0,7-7-5-5-5-5-5,2,1663.35,0.5534,0,7-7-5-5-5-5-5,2,3501.78,0.0598,7-5-6-8-10-5-7,14058.74,0.01,2,0.7351,3724.65,0,0.18,3-2-10-8-7-5-6,2,true
glorious-donkey-532,finished,-,warleyalm,,2022-11-13T03:27:56.000Z,3,,A-2-10-10-7-linear-75-linear-100,A,2,10,10,7,linear,75,linear,100,1030.4,0.4472,0,7-7-7-7-7-7-7,2,1431,0.2323,0,6-5-5-5-5-5-5,2,1607.6,0.1376,0,6-8-5-5-5-5-5,2,1826,0.0204,6-5-6-5-5-6-5,9879.37,0.01,2,0.8113,1864,0,0.04,6-5-6-5-6-5-5,2,true
fearless-sun-531,finished,-,warleyalm,,2022-11-13T03:27:53.000Z,3,,A-2-10-10-7-linear-50-exponential-25,A,2,10,10,7,linear,50,exponential,25,833.11,0.6364,0,7-7-7-7-7-7-7,2,1430.41,0.3756,0,4-4-4-3-3-3-3,2,1430.41,0.3756,0,4-4-4-3-3-3-3,2,2133.08,0.0689,4-7-3-4-8-3-9,12046.05,0.01,2,0.8098,2290.99,0,0.23,6-2-8-9-7-4-3,2,true
classic-lion-530,finished,-,warleyalm,,2022-11-13T03:27:50.000Z,3,,A-2-10-10-7-linear-25-exponential-25,A,2,10,10,7,linear,25,exponential,25,833.11,0.606,0,7-7-7-7-7-7-7,2,833.11,0.606,0,7-7-7-7-7-7-7,2,1474.24,0.3028,0,7-4-4-4-3-3-3,2,1918.43,0.0927,7-4-3-8-7-4-2,11718.92,0.01,2,0.8196,2114.4,7.48185E-05,0.19,5-6-2-8-4-7-3,2,true
solar-leaf-529,finished,-,warleyalm,,2022-11-13T03:27:48.000Z,3,,A-2-10-10-7-linear-100-linear-50,A,2,10,10,7,linear,100,linear,50,900,0.1552,0,7-7-7-7-7-7-7,2,1065.4,0,0,3-3-3-3-3-3-3,2,1065.4,0,0,3-3-3-3-3-3-3,2,1065.4,0,3-3-3-3-3-3-3,9070.28,0.01,2,0.8825,1065.4,0,0.03,3-3-3-3-3-3-3,2,true
generous-oath-528,finished,-,warleyalm,,2022-11-13T03:27:45.000Z,2,,A-2-10-10-7-linear-50-exponential-75,A,2,10,10,7,linear,50,exponential,75,1006.88,0.644,0,8-8-8-8-8-8-8,2,1006.88,0.644,0,8-8-8-8-8-8-8,2,1474.96,0.4786,0,8-4-3-3-3-3-3,2,2640.62,0.0665,8-3-7-4-8-10-3,13184.8,0.01,2,0.7855,2828.64,0,0.26,5-6-4-10-7-3-8,2,true
dry-meadow-527,finished,-,warleyalm,,2022-11-13T03:27:42.000Z,3,,A-2-10-10-7-linear-75-exponential-50,A,2,10,10,7,linear,75,exponential,50,1233.32,0.6739,0,7-7-7-7-7-7-7,2,1660.06,0.561,0,7-7-5-5-5-5-5,2,1660.06,0.561,0,7-7-5-5-5-5-5,2,3546.73,0.0621,7-5-6-8-10-5-7,14737.19,0.01,2,0.7434,3781.67,0,0.3,3-2-10-8-7-5-6,2,true
swept-voice-526,finished,-,warleyalm,,2022-11-13T03:27:39.000Z,3,,A-2-10-10-7-linear-50-exponential-100,A,2,10,10,7,linear,50,exponential,100,892.47,0.6155,0,7-7-7-7-7-7-7,2,892.47,0.6155,0,7-7-7-7-7-7-7,2,1203.04,0.4816,0,7-3-3-3-3-3-3,2,2056.46,0.1139,7-8-3-7-4-3-8,12990.94,0.01,2,0.8214,2320.83,0,0.2,5-6-4-9-8-3-7,2,true
pretty-oath-525,finished,-,warleyalm,,2022-11-13T03:27:37.000Z,3,,A-2-10-10-7-linear-100-linear-100,A,2,10,10,7,linear,100,linear,100,900,0.2287,0,7-7-7-7-7-7-7,2,900,0.2287,0.01,7-7-7-7-7-7-7,2,1037,0.1112,0,7-7-3-3-3-3-3,2,1151.8,0.0129,7-7-3-7-7-3-7,9032.11,0.01,2,0.8708,1166.8,0,0.03,3-7-7-3-7-7-7,2,true
atomic-sea-524,finished,-,warleyalm,,2022-11-13T03:27:34.000Z,3,,A-2-10-10-7-linear-100-linear-75,A,2,10,10,7,linear,100,linear,75,1173,0.116,0,8-8-8-8-8-8-8,2,1173,0.116,0,8-8-8-8-8-8-8,2,1284.3,0.0321,0,8-8-8-8-3-3-3,2,1315.7,0.0084,8-8-8-8-3-8-8,9336.18,0.01,2,0.8579,1326.9,0,0.02,3-8-8-8-8-8-8,2,true
flowing-thunder-523,finished,-,warleyalm,,2022-11-13T03:27:32.000Z,2,,A-2-10-10-7-linear-25-exponential-100,A,2,10,10,7,linear,25,exponential,100,892.47,0.6164,0,7-7-7-7-7-7-7,2,892.47,0.6164,0,7-7-7-7-7-7-7,2,1164.15,0.4996,0,7-7-3-3-3-3-3,2,2048.32,0.1195,7-5-8-7-3-6-8,13051.7,0.01,2,0.8218,2326.4,0,0.21,6-4-6-5-3-8-7,2,true
breezy-lake-522,finished,-,warleyalm,,2022-11-13T03:27:29.000Z,3,,A-2-10-10-7-linear-75-linear-75,A,2,10,10,7,linear,75,linear,75,1348,0.1257,0,7-7-7-7-7-7-7,2,1348,0.1257,0,7-7-7-7-7-7-7,2,1348,0.1257,0,7-7-7-7-7-7-7,2,1541.8,0,7-7-7-6-7-7-7,9467.82,0.01,2,0.8372,1541.8,0,0.03,7-7-7-6-7-7-7,2,true
gallant-energy-521,finished,-,warleyalm,,2022-11-13T03:27:26.000Z,3,,A-2-10-10-7-linear-75-linear-50,A,2,10,10,7,linear,75,linear,50,1052.8,0.3158,0,7-7-7-7-7-7-7,2,1387.9,0.0981,0,6-5-5-5-5-5-5,2,1538.8,0,0,6-6-5-5-5-5-5,2,1519.8,0.0123,6-5-5-5-6-5-5,9521.26,0.01,2,0.8384,1538.8,0,0.02,6-6-5-5-5-5-5,2,true
misty-river-520,finished,-,warleyalm,,2022-11-13T03:27:24.000Z,2,,A-2-10-10-7-linear-75-linear-25,A,2,10,10,7,linear,75,linear,25,1063.3,0.2218,0,7-7-7-7-7-7-7,2,1211,0.1137,0,5-5-5-5-5-5-5,2,1211,0.1137,0,5-5-5-5-5-5-5,2,1211,0.1137,5-5-5-5-5-5-5,9382.94,0.01,2,0.8544,1366.3,0,0.03,6-5-5-5-5-5-5,2,true
crimson-galaxy-519,finished,-,warleyalm,,2022-11-13T03:27:21.000Z,3,,A-2-10-10-7-linear-25-linear-100,A,2,10,10,7,linear,25,linear,100,900,0.2323,0,7-7-7-7-7-7-7,2,900,0.2323,0,7-7-7-7-7-7-7,2,1098,0.0635,0,7-7-7-5-5-7-7,2,1157.4,0.0128,7-7-8-7-7-8-7,8800.22,0.01,2,0.8668,1172.4,0,0.03,7-8-7-8-7-7-7,2,true
leafy-pond-518,finished,-,warleyalm,,2022-11-13T03:27:18.000Z,3,,A-2-10-10-7-linear-50-linear-25,A,2,10,10,7,linear,50,linear,25,847,0.0465,0,7-7-7-7-7-7-7,2,888.3,0,0,3-3-3-3-3-3-3,2,888.3,0,0,3-3-3-3-3-3-3,2,888.3,0,3-3-3-3-3-3-3,8737.16,0.01,2,0.8983,888.3,0,0.01,3-3-3-3-3-3-3,2,true
copper-wildflower-517,finished,-,warleyalm,,2022-11-13T03:27:16.000Z,2,,A-2-10-10-7-linear-50-linear-100,A,2,10,10,7,linear,50,linear,100,900,0.2305,0,7-7-7-7-7-7-7,2,900,0.2305,0,7-7-7-7-7-7-7,2,921.2,0.2124,0,7-7-7-3-3-3-3,2,1154.6,0.0128,7-7-8-7-7-8-7,8823.21,0.01,2,0.8674,1169.6,0,0.02,7-7-8-7-8-7-7,2,true
blooming-violet-516,finished,-,warleyalm,,2022-11-13T03:27:13.000Z,3,,A-2-10-10-7-linear-50-linear-50,A,2,10,10,7,linear,50,linear,50,900,0.0743,0,7-7-7-7-7-7-7,2,900,0.0743,0,7-7-7-7-7-7-7,2,940.4,0.0327,0,7-7-7-7-7-3-3,2,962.2,0.0103,7-7-7-7-7-3-7,8723.73,0.01,2,0.8886,972.2,0,0.02,3-7-7-7-7-7-7,2,true
skilled-plant-515,finished,-,warleyalm,,2022-11-13T03:27:10.000Z,3,,A-2-10-10-7-linear-50-linear-75,A,2,10,10,7,linear,50,linear,75,1033,0.094,0,8-8-8-8-8-8-8,2,1033,0.094,0,8-8-8-8-8-8-8,2,1074.1,0.058,0,8-8-8-8-3-3-3,2,1140.2,0,8-8-8-8-7-8-8,8930.73,0.01,2,0.8723,1140.2,0,0.02,8-8-8-8-7-8-8,2,true
rosy-wildflower-514,finished,-,warleyalm,,2022-11-13T03:27:07.000Z,3,,A-2-10-10-7-linear-25-linear-75,A,2,10,10,7,linear,25,linear,75,963,0.1049,0,8-8-8-8-8-8-8,2,800,0.2564,0,7-7-7-7-7-7-7,2,997.6,0.0727,0,7-8-8-8-8-3-3,2,1075.8,0,7-8-7-7-8-7-7,8783.35,0.01,2,0.8775,1075.8,0,0.03,7-8-7-7-8-7-7,2,true
grateful-donkey-513,finished,-,warleyalm,,2022-11-13T03:27:05.000Z,2,,A-2-10-10-7-linear-25-linear-25,A,2,10,10,7,linear,25,linear,25,847,0,0,7-7-7-7-7-7-7,2,847,0,0,7-7-7-7-7-7-7,2,847,0,0,7-7-7-7-7-7-7,2,847,0,7-7-7-7-7-7-7,8558.78,0.01,2,0.901,847,0,0.01,7-7-7-7-7-7-7,2,true
lucky-sky-512,finished,-,warleyalm,,2022-11-13T03:27:02.000Z,3,,A-1-20-20-14-exponential-100-exponential-25,A,1,20,20,14,exponential,100,exponential,25,556.18,0.9508,0,9-9-9-9-9-9-9-9-9-9-9-9-9-9,2,1561.78,0.8618,0,9-9-9-3-3-3-3-3-3-3-3-3-3-3,2,3880.87,0.6566,0,9-14-14-17-17-17-17-17-17-17-19-19-19-19,2,11061.14,0.0212,9-14-3-8-9-13-14-8-7-4-3-8-4-9,41046.84,0.03,2,0.7247,11300.49,5.59867E-05,1.89,6-14-9-8-3-9-13-8-7-4-20-8-9-3,2,true
stellar-hill-511,finished,-,warleyalm,,2022-11-13T03:26:58.000Z,4,,A-1-20-20-14-exponential-50-exponential-75,A,1,20,20,14,exponential,50,exponential,75,493.45,0.9493,0,20-20-20-20-20-20-20-20-20-20-20-20-20-20,2,1398.52,0.8562,0,20-20-20-3-3-3-3-3-3-3-3-3-3-3,2,3272.36,0.6636,0,20-8-13-13-13-13-13-13-13-13-13-13-13-13,2,9097.76,0.0647,20-3-6-8-15-20-6-14-20-6-11-3-4-20,37098.69,0.03,2,0.7378,9727.24,0,2.8,8-6-20-3-15-20-6-14-20-6-11-20-4-3,2,true
proud-salad-510,finished,-,warleyalm,,2022-11-13T03:26:55.000Z,3,,A-1-20-20-14-exponential-75-exponential-50,A,1,20,20,14,exponential,75,exponential,50,492.81,0.9492,0,14-14-14-14-14-14-14-14-14-14-14-14-14-14,2,1698.69,0.8248,0,3-3-3-14-14-14-14-14-14-14-14-14-14-14,2,4667.92,0.5184,0,3-6-20-20-20-20-20-11-11-11-11-11-11-11,2,9372.01,0.0331,3-14-6-11-6-3-14-6-3-18-14-4-3-14,36570.63,0.03,2,0.7349,9693.29,3.08096E-05,1.14,19-6-3-14-6-3-14-6-3-18-14-4-3-14,2,true
genial-disco-509,finished,-,warleyalm,,2022-11-13T03:26:53.000Z,3,,A-1-20-20-14-exponential-25-exponential-100,A,1,20,20,14,exponential,25,exponential,100,521.39,0.942,0,6-6-6-6-6-6-6-6-6-6-6-6-6-6,2,2150.59,0.7607,0,6-6-6-6-3-15-15-15-15-15-15-15-15-15,2,3140.45,0.6506,0,6-9-9-9-9-9-9-9-9-9-9-9-9-9,2,8274.83,0.0792,6-3-9-8-15-18-3-8-6-3-7-15-20-18,35122.97,0.04,2,0.7441,8986.96,9.89199E-05,1.98,13-17-9-6-3-8-15-3-8-18-3-7-20-15,2,true
desert-brook-508,finished,-,warleyalm,,2022-11-13T03:26:50.000Z,3,,A-1-20-20-14-exponential-75-exponential-25,A,1,20,20,14,exponential,75,exponential,25,510.35,0.9448,0,14-14-14-14-14-14-14-14-14-14-14-14-14-14,2,1781.34,0.8074,0,3-3-3-14-14-14-14-14-14-14-14-14-14-14,2,2513.94,0.7283,0,3-6-20-20-20-20-20-20-20-20-20-10-10-10,2,9110.59,0.0152,3-14-6-11-3-14-6-3-14-18-3-4-14-3,35397.38,0.03,2,0.7387,9250.97,0,1.26,20-6-3-14-11-3-6-14-3-18-14-3-4-14,2,true
glamorous-aardvark-507,finished,-,warleyalm,,2022-11-13T03:26:47.000Z,3,,A-1-20-20-14-exponential-50-exponential-50,A,1,20,20,14,exponential,50,exponential,50,759.9,0.9169,0,9-9-9-9-9-9-9-9-9-9-9-9-9-9,2,1595.98,0.8255,0,9-9-9-3-3-3-3-3-3-3-3-3-3-3,2,4895.62,0.4646,0,9-9-14-14-14-14-14-14-14-14-14-14-14-14,2,8506.12,0.0698,9-3-14-8-9-13-3-8-15-7-3-20-8-3,35960.93,0.03,2,0.7457,9144.26,6.20842E-05,0.96,6-14-9-3-8-9-3-8-15-3-8-20-3-7,2,true
ancient-pine-506,finished,-,warleyalm,,2022-11-13T03:26:45.000Z,2,,A-1-20-20-14-exponential-100-exponential-75,A,1,20,20,14,exponential,100,exponential,75,519.28,0.9496,0,20-20-20-20-20-20-20-20-20-20-20-20-20-20,2,519.28,0.9496,0,20-20-20-20-20-20-20-20-20-20-20-20-20-20,2,4153.49,0.5968,0,20-13-7-13-13-13-13-13-13-13-13-13-13-13,2,9611.36,0.0669,20-3-6-8-15-8-6-15-20-3-4-11-19-6,43202.18,0.03,2,0.7616,10300.38,0,5.17,8-13-20-6-15-3-15-6-15-11-20-19-4-3,2,true
still-wildflower-505,finished,-,warleyalm,,2022-11-13T03:26:42.000Z,3,,A-2-10-10-7-linear-25-linear-50,A,2,10,10,7,linear,25,linear,50,900,0.0708,0,7-7-7-7-7-7-7,2,900,0.0708,0,7-7-7-7-7-7-7,2,920.7,0.0495,0,7-7-7-7-7-8-3,2,958.6,0.0103,7-7-7-7-7-8-7,8610.72,0.01,2,0.8875,968.6,0,0.02,8-7-7-7-7-7-7,2,true
volcanic-wood-504,finished,-,warleyalm,,2022-11-13T03:26:39.000Z,3,,A-1-20-20-14-exponential-50-exponential-25,A,1,20,20,14,exponential,50,exponential,25,609.03,0.9331,0,9-9-9-9-9-9-9-9-9-9-9-9-9-9,2,1634.3,0.8205,0,9-9-9-3-3-3-3-3-3-3-3-3-3-3,2,3148.77,0.6542,0,9-14-14-14-14-17-11-11-11-11-11-11-11-11,2,8702.1,0.0443,9-14-3-8-9-13-3-8-9-3-7-8-3-20,35022.97,0.03,2,0.74,9105.57,0,0.86,6-14-9-3-8-9-3-8-9-3-8-7-3-8,2,true
wandering-plasma-503,finished,-,warleyalm,,2022-11-13T03:26:37.000Z,3,,A-1-20-20-14-exponential-100-exponential-50,A,1,20,20,14,exponential,100,exponential,50,629.07,0.9427,0,9-9-9-9-9-9-9-9-9-9-9-9-9-9,2,1300.69,0.8815,0,9-9-3-3-3-3-3-3-3-3-3-3-3-3,2,4733.33,0.5688,0,9-14-14-14-14-14-14-14-14-14-14-12-12-12,2,10322.28,0.0596,9-3-8-13-9-13-9-8-7-3-20-4-8-16,42036.3,0.03,2,0.7389,10976.59,0,2.84,6-14-9-8-3-9-13-9-8-4-20-7-3-8,2,true
daily-wave-502,finished,-,warleyalm,,2022-11-13T03:26:34.000Z,3,,A-1-20-20-14-exponential-50-exponential-100,A,1,20,20,14,exponential,50,exponential,100,521.39,0.9458,0,6-6-6-6-6-6-6-6-6-6-6-6-6-6,2,583.75,0.9393,0,6-3-3-3-3-3-3-3-3-3-3-3-3-3,2,3479.02,0.6385,0,6-9-9-9-9-9-9-9-9-9-9-9-17-17,2,8955.62,0.0694,6-3-9-8-9-15-18-3-8-7-15-20-3-16,38045.73,0.03,2,0.7471,9623.47,8.21453E-05,1.21,17-6-9-3-8-6-15-3-18-8-7-3-20-16,2,true
earthy-brook-501,finished,-,warleyalm,,2022-11-13T03:26:31.000Z,3,,A-1-20-20-14-exponential-75-exponential-75,A,1,20,20,14,exponential,75,exponential,75,467.62,0.9528,0,13-13-13-13-13-13-13-13-13-13-13-13-13-13,2,1459.77,0.8525,0,3-3-3-13-13-13-13-13-13-13-13-13-13-13,2,3352.51,0.6613,0,3-7-6-6-6-10-5-5-5-5-5-5-5-5,2,8717.55,0.1193,3-13-7-20-19-7-15-7-19-3-13-7-19-7,36439.53,0.03,2,0.7283,9898.84,6.93802E-05,4.95,11-7-3-13-7-19-15-7-20-7-19-7-3-13,2,true
snowy-meadow-500,finished,-,warleyalm,,2022-11-13T03:26:28.000Z,3,,A-1-20-20-14-exponential-25-exponential-50,A,1,20,20,14,exponential,25,exponential,50,546.05,0.9322,0,6-6-6-6-6-6-6-6-6-6-6-6-6-6,2,2310.9,0.713,0,6-9-9-6-3-3-3-3-3-3-3-3-3-3,2,4138.39,0.4861,0,6-9-14-14-14-14-14-14-14-14-14-14-14-14,2,7474.15,0.0718,6-9-3-8-9-15-18-3-15-18-7-3-20-15,32885,0.03,2,0.7551,8052.14,0,0.74,17-14-9-6-3-8-18-3-15-18-3-7-20-3,2,true
skilled-sponge-499,finished,-,warleyalm,,2022-11-13T03:26:26.000Z,3,,A-1-20-20-14-exponential-25-exponential-75,A,1,20,20,14,exponential,25,exponential,75,503.44,0.9439,0,20-20-20-20-20-20-20-20-20-20-20-20-20-20,2,1582.51,0.8235,0,20-20-20-20-3-3-3-3-3-3-3-3-3-3,2,2683.19,0.7008,0,20-8-13-13-13-13-13-13-13-13-13-13-13-13,2,8362.01,0.0675,20-6-3-8-20-14-6-20-3-6-20-11-3-4,33981.97,0.03,2,0.7361,8966.96,0,1.07,15-8-20-6-3-20-6-14-3-6-20-4-11-3,2,true
